[13:04:05] [LOGGING]	 STARTING LOGGING
[13:43:25] [GRAMMAR]	 File: Load Grammar to Engine
[13:43:25] [GRAMMAR]	 File: Load: time.xml Enabled: True
[13:43:25] [GRAMMAR]	 File: Load Grammar to Engine
[13:43:25] [GRAMMAR]	 File: Load: jarvis.xml Enabled: True
[13:43:25] [ENGINE - File]	 Init recognizer
[13:43:26] [ENGINE - File]	 AudioLevel: 0
[13:43:26] [ENGINE - File]	 MaxAlternates: 1
[13:43:26] [ENGINE - File]	 BabbleTimeout: 00:00:00
[13:43:26] [ENGINE - File]	 InitialSilenceTimeout: 00:00:00
[13:43:26] [ENGINE - File]	 EndSilenceTimeout: 00:00:00.1500000
[13:43:26] [ENGINE - File]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:43:26] [GRAMMAR]	 Default: Load Grammar to Engine
[13:43:26] [GRAMMAR]	 Default: Load: time.xml Enabled: True
[13:43:26] [GRAMMAR]	 Default: Load Grammar to Engine
[13:43:26] [GRAMMAR]	 Default: Load: jarvis.xml Enabled: True
[13:43:26] [ENGINE - Default]	 Init recognizer
[13:43:26] [ENGINE - Default]	 AudioLevel: 0
[13:43:26] [ENGINE - Default]	 MaxAlternates: 1
[13:43:26] [ENGINE - Default]	 BabbleTimeout: 00:00:00
[13:43:26] [ENGINE - Default]	 InitialSilenceTimeout: 00:00:00
[13:43:26] [ENGINE - Default]	 EndSilenceTimeout: 00:00:00.1500000
[13:43:26] [ENGINE - Default]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:43:26] [ENGINE - Default]	 Start listening
[13:43:26] [ENGINE]	 [Default] AudioFormatPcm channel: 1 AB/S: 32000 B/S: 16
[13:43:26] [ENGINE]	 [Default] level: 0 state: Stopped
[13:43:26] [TTS]	 Add Speaker Device: 0 Product: Haut-parleurs (Périphérique Hig Channels: 2 Playback: True
[13:43:26] [TTS]	 [0]Name: Microsoft Hortense Desktop Culture: fr-FR
[13:43:26] [TTS]	 [0]Name: Microsoft Zira Desktop Culture: en-US
[13:43:26] [TTS]	 [0]Name: ScanSoft Sebastien_Full_22kHz Culture: fr-FR
[13:43:26] [ENGINE]	 Restart timeout: 3600000
[13:43:27] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=initialisation%20termin%C3%A9.%20Bonjours%20monsieur%2C%20que%20puije%20faire%20pour%20vous%3F
[13:43:27] [TTS]	 Try speaking ... initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:43:27] [TTS]	 [0] Say: initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:43:28] [PLAYER]	 [0]Start Player
[13:43:29] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:43:29] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,001
[13:43:29] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER réveilles => 0,1529746
[13:43:29] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:43:30] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va sur le => 0,1593025
[13:43:30] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir mes => 0,1658726
[13:43:31] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:43:32] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va sur => 0,2388883
[13:43:32] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER affiche => 0,253055
[13:43:33] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va => 0,1679574
[13:43:34] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:43:34] [PLAYER]	 [0]End Player
[13:43:34] [PLAYER]	 [0]speaking false
[13:43:34] [TTS]	 End speaking
[13:43:49] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,204232
[13:43:49] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est quelle => 0,05643902
[13:44:00] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est quelle => 0,08158216
[13:44:01] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,129056
[13:44:01] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,09375548
[13:44:02] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,0533236
[13:44:03] [LOGGING]	 STARTING LOGGING
[13:44:04] [INIT]	 ==========================================
[13:44:04] [INIT]	 S.A.R.A.H. => MICRO
[13:44:04] [INIT]	 ==========================================
[13:44:04] [INIT]	 Server: http://127.0.0.1:8080
[13:44:04] [INIT]	 Confidence: 0,65
[13:44:04] [INIT]	 ==========================================
[13:44:04] [HTTP]	 Exception: Failed to start HTTP server
[13:44:04] [HTTP]	 Exception: Failed to start HTTP server
[13:44:04] [WATCHER]	 Stop watching
[13:44:04] [GRAMMAR]	 Load file: time.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\macros\time.xml
[13:44:04] [GRAMMAR]	 Add to context list: time.xml
[13:44:04] [WATCHER]	 Watching directory: macros
[13:44:04] [GRAMMAR]	 Load file: jarvis.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\plugins\jarvis\jarvis.xml
[13:44:04] [GRAMMAR]	 Add to context list: jarvis.xml
[13:44:04] [WATCHER]	 Watching directory: plugins
[13:44:04] [WATCHER]	 Start watching
[13:44:04] [GRAMMAR]	 Context: default
[13:44:04] [GRAMMAR]	 Context: time.xml, jarvis.xml
[13:44:04] [GRAMMAR]	 File: Load Grammar to Engine
[13:44:04] [GRAMMAR]	 File: Load: time.xml Enabled: True
[13:44:04] [GRAMMAR]	 File: Load Grammar to Engine
[13:44:04] [GRAMMAR]	 File: Load: jarvis.xml Enabled: True
[13:44:04] [ENGINE - File]	 Init recognizer
[13:44:04] [ENGINE - File]	 AudioLevel: 0
[13:44:04] [ENGINE - File]	 MaxAlternates: 1
[13:44:04] [ENGINE - File]	 BabbleTimeout: 00:00:00
[13:44:05] [ENGINE - File]	 InitialSilenceTimeout: 00:00:00
[13:44:05] [ENGINE - File]	 EndSilenceTimeout: 00:00:00.1500000
[13:44:05] [ENGINE - File]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:44:05] [GRAMMAR]	 Default: Load Grammar to Engine
[13:44:05] [GRAMMAR]	 Default: Load: time.xml Enabled: True
[13:44:05] [GRAMMAR]	 Default: Load Grammar to Engine
[13:44:05] [GRAMMAR]	 Default: Load: jarvis.xml Enabled: True
[13:44:05] [ENGINE - Default]	 Init recognizer
[13:44:05] [ENGINE - Default]	 AudioLevel: 0
[13:44:05] [ENGINE - Default]	 MaxAlternates: 1
[13:44:05] [ENGINE - Default]	 BabbleTimeout: 00:00:00
[13:44:05] [ENGINE - Default]	 InitialSilenceTimeout: 00:00:00
[13:44:05] [ENGINE - Default]	 EndSilenceTimeout: 00:00:00.1500000
[13:44:05] [ENGINE - Default]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:44:05] [ENGINE - Default]	 Start listening
[13:44:05] [ENGINE]	 [Default] AudioFormatPcm channel: 1 AB/S: 32000 B/S: 16
[13:44:05] [ENGINE]	 [Default] level: 0 state: Stopped
[13:44:05] [TTS]	 Add Speaker Device: 0 Product: Haut-parleurs (Périphérique Hig Channels: 2 Playback: True
[13:44:05] [TTS]	 [0]Name: Microsoft Hortense Desktop Culture: fr-FR
[13:44:05] [TTS]	 [0]Name: Microsoft Zira Desktop Culture: en-US
[13:44:05] [TTS]	 [0]Name: ScanSoft Sebastien_Full_22kHz Culture: fr-FR
[13:44:05] [ENGINE]	 Restart timeout: 3600000
[13:44:06] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=initialisation%20termin%C3%A9.%20Bonjours%20monsieur%2C%20que%20puije%20faire%20pour%20vous%3F
[13:44:06] [TTS]	 Try speaking ... initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:44:06] [TTS]	 [0] Say: initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:44:07] [PLAYER]	 [0]Start Player
[13:44:07] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,2189653
[13:44:07] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:44:08] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,2588328
[13:44:08] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,1959067
[13:44:08] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,1882708
[13:44:08] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,3006817
[13:44:08] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va sur => 0,1772306
[13:44:08] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,2992953
[13:44:08] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va sur le => 0,09012003
[13:44:09] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,2615505
[13:44:10] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:44:10] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:44:10] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va => 0,3415685
[13:44:11] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va sur le => 0,3993953
[13:44:11] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER tu => 0,09146736
[13:44:11] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:44:12] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va sur le bureau => 0,3137621
[13:44:12] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est quelle heure => 0,2394082
[13:44:12] [PLAYER]	 [0]End Player
[13:44:12] [PLAYER]	 [0]speaking false
[13:44:12] [TTS]	 End speaking
[13:44:18] [LOGGING]	 STARTING LOGGING
[13:44:19] [INIT]	 ==========================================
[13:44:19] [INIT]	 S.A.R.A.H. => MICRO
[13:44:19] [INIT]	 ==========================================
[13:44:19] [INIT]	 Server: http://127.0.0.1:8080
[13:44:19] [INIT]	 Confidence: 0,65
[13:44:19] [INIT]	 ==========================================
[13:44:19] [INIT]	 Starting Server: http://192.168.1.151:8888/
[13:44:19] [INIT]	 Starting Server: http://127.0.0.1:8888/
[13:44:19] [WATCHER]	 Stop watching
[13:44:19] [GRAMMAR]	 Load file: time.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\macros\time.xml
[13:44:19] [GRAMMAR]	 Add to context list: time.xml
[13:44:19] [WATCHER]	 Watching directory: macros
[13:44:19] [GRAMMAR]	 Load file: jarvis.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\plugins\jarvis\jarvis.xml
[13:44:19] [GRAMMAR]	 Add to context list: jarvis.xml
[13:44:19] [WATCHER]	 Watching directory: plugins
[13:44:19] [WATCHER]	 Start watching
[13:44:19] [GRAMMAR]	 Context: default
[13:44:19] [GRAMMAR]	 Context: time.xml, jarvis.xml
[13:44:19] [GRAMMAR]	 File: Load Grammar to Engine
[13:44:19] [GRAMMAR]	 File: Load: time.xml Enabled: True
[13:44:19] [GRAMMAR]	 File: Load Grammar to Engine
[13:44:19] [GRAMMAR]	 File: Load: jarvis.xml Enabled: True
[13:44:19] [ENGINE - File]	 Init recognizer
[13:44:19] [ENGINE - File]	 AudioLevel: 0
[13:44:19] [ENGINE - File]	 MaxAlternates: 1
[13:44:19] [ENGINE - File]	 BabbleTimeout: 00:00:00
[13:44:19] [ENGINE - File]	 InitialSilenceTimeout: 00:00:00
[13:44:19] [ENGINE - File]	 EndSilenceTimeout: 00:00:00.1500000
[13:44:19] [ENGINE - File]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:44:19] [GRAMMAR]	 Default: Load Grammar to Engine
[13:44:19] [GRAMMAR]	 Default: Load: time.xml Enabled: True
[13:44:19] [GRAMMAR]	 Default: Load Grammar to Engine
[13:44:19] [GRAMMAR]	 Default: Load: jarvis.xml Enabled: True
[13:44:19] [ENGINE - Default]	 Init recognizer
[13:44:19] [ENGINE - Default]	 AudioLevel: 0
[13:44:19] [ENGINE - Default]	 MaxAlternates: 1
[13:44:19] [ENGINE - Default]	 BabbleTimeout: 00:00:00
[13:44:19] [ENGINE - Default]	 InitialSilenceTimeout: 00:00:00
[13:44:19] [ENGINE - Default]	 EndSilenceTimeout: 00:00:00.1500000
[13:44:19] [ENGINE - Default]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:44:19] [ENGINE - Default]	 Start listening
[13:44:19] [ENGINE]	 [Default] AudioFormatPcm channel: 1 AB/S: 32000 B/S: 16
[13:44:19] [ENGINE]	 [Default] level: 0 state: Stopped
[13:44:19] [TTS]	 Add Speaker Device: 0 Product: Haut-parleurs (Périphérique Hig Channels: 2 Playback: True
[13:44:19] [TTS]	 [0]Name: Microsoft Hortense Desktop Culture: fr-FR
[13:44:19] [TTS]	 [0]Name: Microsoft Zira Desktop Culture: en-US
[13:44:19] [TTS]	 [0]Name: ScanSoft Sebastien_Full_22kHz Culture: fr-FR
[13:44:19] [ENGINE]	 Restart timeout: 3600000
[13:44:21] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=initialisation%20termin%C3%A9.%20Bonjours%20monsieur%2C%20que%20puije%20faire%20pour%20vous%3F
[13:44:21] [TTS]	 Try speaking ... initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:44:21] [TTS]	 [0] Say: initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:44:22] [PLAYER]	 [0]Start Player
[13:44:23] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:44:24] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,05962427
[13:44:24] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va sur => 0,162597
[13:44:24] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,0654555
[13:44:24] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir les => 0,1016064
[13:44:26] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:44:26] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va => 0,1454383
[13:44:27] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER affiche la => 0,178186
[13:44:27] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme les mail => 0,1829547
[13:44:28] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fait voir => 0,3795673
[13:44:28] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est quelle heure => 0,2795356
[13:44:28] [PLAYER]	 [0]End Player
[13:44:28] [PLAYER]	 [0]speaking false
[13:44:28] [TTS]	 End speaking
[13:45:02] [LOGGING]	 STARTING LOGGING
[13:45:03] [INIT]	 ==========================================
[13:45:03] [INIT]	 S.A.R.A.H. => MICRO
[13:45:03] [INIT]	 ==========================================
[13:45:03] [INIT]	 Server: http://127.0.0.1:8080
[13:45:03] [INIT]	 Confidence: 0,65
[13:45:03] [INIT]	 ==========================================
[13:45:03] [INIT]	 Starting Server: http://192.168.1.151:8888/
[13:45:03] [INIT]	 Starting Server: http://127.0.0.1:8888/
[13:45:03] [WATCHER]	 Stop watching
[13:45:03] [GRAMMAR]	 Load file: time.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\macros\time.xml
[13:45:03] [GRAMMAR]	 Add to context list: time.xml
[13:45:03] [WATCHER]	 Watching directory: macros
[13:45:03] [GRAMMAR]	 Load file: jarvis.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\plugins\jarvis\jarvis.xml
[13:45:03] [GRAMMAR]	 Add to context list: jarvis.xml
[13:45:03] [WATCHER]	 Watching directory: plugins
[13:45:03] [WATCHER]	 Start watching
[13:45:03] [GRAMMAR]	 Context: default
[13:45:03] [GRAMMAR]	 Context: time.xml, jarvis.xml
[13:45:03] [GRAMMAR]	 File: Load Grammar to Engine
[13:45:03] [GRAMMAR]	 File: Load: time.xml Enabled: True
[13:45:03] [GRAMMAR]	 File: Load Grammar to Engine
[13:45:03] [GRAMMAR]	 File: Load: jarvis.xml Enabled: True
[13:45:03] [ENGINE - File]	 Init recognizer
[13:45:03] [ENGINE - File]	 AudioLevel: 0
[13:45:03] [ENGINE - File]	 MaxAlternates: 1
[13:45:03] [ENGINE - File]	 BabbleTimeout: 00:00:00
[13:45:03] [ENGINE - File]	 InitialSilenceTimeout: 00:00:00
[13:45:04] [ENGINE - File]	 EndSilenceTimeout: 00:00:00.1500000
[13:45:04] [ENGINE - File]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:45:04] [GRAMMAR]	 Default: Load Grammar to Engine
[13:45:04] [GRAMMAR]	 Default: Load: time.xml Enabled: True
[13:45:04] [GRAMMAR]	 Default: Load Grammar to Engine
[13:45:04] [GRAMMAR]	 Default: Load: jarvis.xml Enabled: True
[13:45:04] [ENGINE - Default]	 Init recognizer
[13:45:04] [ENGINE - Default]	 AudioLevel: 0
[13:45:04] [ENGINE - Default]	 MaxAlternates: 1
[13:45:04] [ENGINE - Default]	 BabbleTimeout: 00:00:00
[13:45:04] [ENGINE - Default]	 InitialSilenceTimeout: 00:00:00
[13:45:04] [ENGINE - Default]	 EndSilenceTimeout: 00:00:00.1500000
[13:45:04] [ENGINE - Default]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:45:04] [ENGINE - Default]	 Start listening
[13:45:04] [ENGINE]	 [Default] AudioFormatPcm channel: 1 AB/S: 32000 B/S: 16
[13:45:04] [ENGINE]	 [Default] level: 0 state: Stopped
[13:45:04] [TTS]	 Add Speaker Device: 0 Product: Haut-parleurs (Périphérique Hig Channels: 2 Playback: True
[13:45:04] [TTS]	 [0]Name: Microsoft Hortense Desktop Culture: fr-FR
[13:45:04] [TTS]	 [0]Name: Microsoft Zira Desktop Culture: en-US
[13:45:04] [TTS]	 [0]Name: ScanSoft Sebastien_Full_22kHz Culture: fr-FR
[13:45:04] [ENGINE]	 Restart timeout: 3600000
[13:45:05] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=initialisation%20termin%C3%A9.%20Bonjours%20monsieur%2C%20que%20puije%20faire%20pour%20vous%3F
[13:45:05] [TTS]	 Try speaking ... initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:45:05] [TTS]	 [0] Say: initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:45:06] [PLAYER]	 [0]Start Player
[13:45:06] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:45:07] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir les => 0,145723
[13:45:07] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,4135983
[13:45:08] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va sur le => 0,1612175
[13:45:08] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER met => 0,3609954
[13:45:09] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:45:10] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER arrête => 0,2956857
[13:45:10] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va => 0,3306587
[13:45:11] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle => 0,001
[13:45:11] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:45:11] [PLAYER]	 [0]End Player
[13:45:12] [PLAYER]	 [0]speaking false
[13:45:12] [TTS]	 End speaking
[13:45:14] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,2241219
[13:45:15] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle heure => 0,6900886
[13:45:15] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle heure est => 0,7534401
[13:45:15] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle heure est il => 0,6903199
[13:45:15] [ENGINE - Default]	 RECOGNIZED Speech: 0,6903199 (0,65) / 0,8431818 (OVER) Device:  Text: OVER quelle heure est il
[13:45:15] [ENGINE - Default]	 RECOGNIZED Speech: 0,6903199 (0,65) / 0,8431818 (OVER) Device:  Text: OVER quelle heure est il
[13:45:16] [CONTEXT]	 Reset timeout
[13:45:16] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.6903199&client=OVER1&profile=Unknow_6087&directory=D%3a%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[13:45:16] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.6903199&client=OVER1&profile=Unknow_6087&directory=D:%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[13:45:16] [TTS]	 Try speaking ... il est 13 heure 45 
[13:45:16] [TTS]	 [0] Say: il est 13 heure 45 
[13:45:16] [PLAYER]	 [0]Start Player
[13:45:18] [PLAYER]	 [0]End Player
[13:45:18] [PLAYER]	 [0]speaking false
[13:45:19] [TTS]	 End speaking
[13:45:19] [ENGINE - Default]	 SpeechRecognized: 3120,7922ms Text: OVER quelle heure est il
[13:45:19] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:45:19] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,328997
[13:45:19] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER met a => 0,4121708
[13:45:32] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,1234865
[13:45:32] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER tu => 0,3316384
[13:45:33] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,2082548
[13:45:33] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER tu peux => 0,3713316
[13:45:33] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,2990661
[13:45:34] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER tu peux me => 0,2594526
[13:45:35] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:45:54] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER peux => 0,28746
[13:45:54] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER tu peux => 0,2033363
[13:45:54] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER tu peux me => 0,2634187
[13:46:01] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,1816112
[13:46:15] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:46:15] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,001
[13:46:16] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,001
[13:46:18] [LOGGING]	 STARTING LOGGING
[13:46:18] [INIT]	 ==========================================
[13:46:18] [INIT]	 S.A.R.A.H. => MICRO
[13:46:18] [INIT]	 ==========================================
[13:46:18] [INIT]	 Server: http://127.0.0.1:8080
[13:46:18] [INIT]	 Confidence: 0,65
[13:46:18] [INIT]	 ==========================================
[13:46:18] [HTTP]	 Exception: Failed to start HTTP server
[13:46:18] [HTTP]	 Exception: Failed to start HTTP server
[13:46:18] [WATCHER]	 Stop watching
[13:46:18] [GRAMMAR]	 Load file: time.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\macros\time.xml
[13:46:18] [GRAMMAR]	 Add to context list: time.xml
[13:46:18] [WATCHER]	 Watching directory: macros
[13:46:18] [GRAMMAR]	 Load file: jarvis.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\plugins\jarvis\jarvis.xml
[13:46:18] [GRAMMAR]	 Add to context list: jarvis.xml
[13:46:18] [WATCHER]	 Watching directory: plugins
[13:46:18] [WATCHER]	 Start watching
[13:46:18] [GRAMMAR]	 Context: default
[13:46:18] [GRAMMAR]	 Context: time.xml, jarvis.xml
[13:46:18] [GRAMMAR]	 File: Load Grammar to Engine
[13:46:19] [GRAMMAR]	 File: Load: time.xml Enabled: True
[13:46:19] [GRAMMAR]	 File: Load Grammar to Engine
[13:46:19] [GRAMMAR]	 File: Load: jarvis.xml Enabled: True
[13:46:19] [ENGINE - File]	 Init recognizer
[13:46:19] [ENGINE - File]	 AudioLevel: 0
[13:46:19] [ENGINE - File]	 MaxAlternates: 1
[13:46:19] [ENGINE - File]	 BabbleTimeout: 00:00:00
[13:46:19] [ENGINE - File]	 InitialSilenceTimeout: 00:00:00
[13:46:19] [ENGINE - File]	 EndSilenceTimeout: 00:00:00.1500000
[13:46:19] [ENGINE - File]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:46:19] [GRAMMAR]	 Default: Load Grammar to Engine
[13:46:19] [GRAMMAR]	 Default: Load: time.xml Enabled: True
[13:46:19] [GRAMMAR]	 Default: Load Grammar to Engine
[13:46:19] [GRAMMAR]	 Default: Load: jarvis.xml Enabled: True
[13:46:19] [ENGINE - Default]	 Init recognizer
[13:46:19] [ENGINE - Default]	 AudioLevel: 0
[13:46:19] [ENGINE - Default]	 MaxAlternates: 1
[13:46:19] [ENGINE - Default]	 BabbleTimeout: 00:00:00
[13:46:19] [ENGINE - Default]	 InitialSilenceTimeout: 00:00:00
[13:46:19] [ENGINE - Default]	 EndSilenceTimeout: 00:00:00.1500000
[13:46:19] [ENGINE - Default]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:46:19] [ENGINE - Default]	 Start listening
[13:46:19] [ENGINE]	 [Default] AudioFormatPcm channel: 1 AB/S: 32000 B/S: 16
[13:46:19] [ENGINE]	 [Default] level: 0 state: Stopped
[13:46:19] [TTS]	 Add Speaker Device: 0 Product: Haut-parleurs (Périphérique Hig Channels: 2 Playback: True
[13:46:19] [TTS]	 [0]Name: Microsoft Hortense Desktop Culture: fr-FR
[13:46:19] [TTS]	 [0]Name: Microsoft Zira Desktop Culture: en-US
[13:46:19] [TTS]	 [0]Name: ScanSoft Sebastien_Full_22kHz Culture: fr-FR
[13:46:19] [ENGINE]	 Restart timeout: 3600000
[13:46:21] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=initialisation%20termin%C3%A9.%20Bonjours%20monsieur%2C%20que%20puije%20faire%20pour%20vous%3F
[13:46:21] [TTS]	 Try speaking ... initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:46:21] [TTS]	 [0] Say: initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:46:22] [PLAYER]	 [0]Start Player
[13:46:22] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:46:23] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:46:23] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va => 0,2019278
[13:46:23] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va sur => 0,2020367
[13:46:24] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va sur le => 0,1089023
[13:46:24] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ouvre => 0,3841577
[13:46:24] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir mes => 0,142581
[13:46:25] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:46:25] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:46:25] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER met => 0,3037388
[13:46:25] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER affiche => 0,1429209
[13:46:26] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme les => 0,33862
[13:46:26] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER affiche la => 0,1426745
[13:46:26] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme les => 0,3060937
[13:46:27] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER met a => 0,2862113
[13:46:27] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est quelle heure => 0,3715625
[13:46:27] [PLAYER]	 [0]End Player
